202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,201,201,201,201,201,201,201,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,202,202,202,202,202,202,201,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,202,202,202,202,202,202,201,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,202,202,202,202,202,202,201,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,202,202,202,202,202,202,201,202,202,202,202,202,202,202,202,202,202,202,202
202,202,201,201,201,000,000,201,201,201,201,201,201,201,201,201,201,201,201,201,202,202
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
